 * SECURITY EVENT SAMPLE DATA
 * 
 * Purpose: Provides realistic but 100% synthetic security event data for testing.
 * 
 * IMPORTANT:
 * - All data is artificially generated
 * - No real individuals, organizations, or incidents are represented
 * - IPs use RFC 5737 TEST-NET ranges (192.0.2.0/24, 198.51.100.0/24, 203.0.113.0/24)
 * - Timestamps range from 2023-01-01 to present											
											
event_id	 event_time	 event_type	 event_subtype	 source_ip	 user_id	 target_resource	 details	 severity	 is_malicious	 correlation_id	
153	 '2023-11-03 20:39:51'	 'threat'	 'sql_injection'	 '10.64.230.95'	 'user153'	 'API Gateway'	 'Detected sql injection pattern'	 'critical'	 FALSE	 NULL	
154	 '2023-06-02 15:18:52'	 'threat'	 'sql_injection'	 '192.0.2.253'	 'user110'	 'API Gateway'	 'Detected sql injection pattern'	 'critical'	 FALSE	 NULL	
155	 '2023-06-01 03:58:56'	 'threat'	 'sql_injection'	 '192.0.2.135'	 'user111'	 'API Gateway'	 'Detected sql injection pattern'	 'high'	 FALSE	 NULL	
156	 '2023-07-17 13:18:09'	 'threat'	 'sql_injection'	 '10.169.184.219'	 'user184'	 'Mobile App'	 'Detected sql injection pattern'	 'critical'	 TRUE	 NULL	
157	 '2023-07-17 14:50:21'	 'threat'	 'sql_injection'	 '10.213.40.36'	 'user136'	 'Database'	 'Detected sql injection pattern'	 'critical'	 FALSE	 'corr-73730c60'	
158	 '2023-10-02 13:59:57'	 'threat'	 'sql_injection'	 '10.127.164.18'	 NULL	 'API Gateway'	 'Detected sql injection pattern'	 'critical'	 FALSE	 'corr-ccaec64a'	
159	 '2023-11-27 17:58:09'	 'threat'	 'sql_injection'	 '10.131.244.99'	 'user38'	 'CRM'	 'Detected sql injection pattern'	 'critical'	 FALSE	 NULL	
160	 '2023-05-11 11:59:44'	 'threat'	 'sql_injection'	 '192.0.2.245'	 'user25'	 'Firewall'	 'Detected sql injection pattern'	 'critical'	 FALSE	 NULL	
161	 '2023-07-17 07:25:40'	 'threat'	 'sql_injection'	 '10.119.101.168'	 'user9'	 'Firewall'	 'Detected sql injection pattern'	 'high'	 TRUE	 NULL	
162	 '2023-07-05 10:21:13'	 'threat'	 'sql_injection'	 '192.0.2.202'	 NULL	 'Admin Panel'	 'Detected sql injection pattern'	 'critical'	 FALSE	 NULL	
163	 '2023-12-02 14:13:59'	 'threat'	 'sql_injection'	 '10.119.97.123'	 'user102'	 'API Gateway'	 'Detected sql injection pattern'	 'critical'	 FALSE	 NULL	
164	 '2023-09-17 13:27:53'	 'threat'	 'sql_injection'	 '192.0.2.70'	 NULL	 'Database'	 'Detected sql injection pattern'	 'high'	 TRUE	 NULL	
165	 '2023-03-16 10:51:19'	 'threat'	 'sql_injection'	 '192.0.2.14'	 'user37'	 'CRM'	 'Detected sql injection pattern'	 'critical'	 FALSE	 'corr-b6bc48e0'	
166	 '2023-11-16 07:30:43'	 'threat'	 'sql_injection'	 '192.0.2.115'	 'user19'	 'CRM'	 'Detected sql injection pattern'	 'high'	 TRUE	 NULL	
167	 '2023-07-18 19:04:51'	 'threat'	 'sql_injection'	 '192.0.2.64'	 'user107'	 'CRM'	 'Detected sql injection pattern'	 'high'	 FALSE	 NULL	
168	 '2023-09-02 22:46:34'	 'threat'	 'sql_injection'	 '192.0.2.116'	 'user36'	 'Firewall'	 'Detected sql injection pattern'	 'high'	 FALSE	 NULL	
169	 '2023-08-30 08:22:39'	 'threat'	 'sql_injection'	 '192.0.2.130'	 'user39'	 'Mobile App'	 'Detected sql injection pattern'	 'high'	 TRUE	 NULL	
170	 '2023-09-07 21:25:03'	 'threat'	 'sql_injection'	 '10.226.157.130'	 'user26'	 'CRM'	 'Detected sql injection pattern'	 'critical'	 FALSE	 NULL	
171	 '2023-01-27 00:16:50'	 'threat'	 'sql_injection'	 '192.0.2.184'	 'user186'	 'Firewall'	 'Detected sql injection pattern'	 'critical'	 FALSE	 'corr-235edd24'	
172	 '2023-04-02 05:59:09'	 'threat'	 'sql_injection'	 '10.185.238.185'	 'user76'	 'CRM'	 'Detected sql injection pattern'	 'high'	 FALSE	 'corr-c04c7b12'	
173	 '2023-01-08 20:44:30'	 'threat'	 'sql_injection'	 '10.62.73.42'	 'user104'	 'CRM'	 'Detected sql injection pattern'	 'critical'	 TRUE	 NULL	
174	 '2023-06-23 04:18:03'	 'threat'	 'sql_injection'	 '10.197.163.80'	 'user55'	 'Mobile App'	 'Detected sql injection pattern'	 'high'	 FALSE	 NULL	
175	 '2023-06-07 01:50:16'	 'threat'	 'sql_injection'	 '10.248.65.65'	 NULL	 'Admin Panel'	 'Detected sql injection pattern'	 'critical'	 FALSE	 'corr-099152f3'	
176	 '2023-06-10 08:40:48'	 'threat'	 'sql_injection'	 '10.36.248.249'	 'user126'	 'Admin Panel'	 'Detected sql injection pattern'	 'critical'	 TRUE	 NULL	
177	 '2023-08-29 08:24:32'	 'threat'	 'sql_injection'	 '10.194.217.232'	 'user95'	 'Database'	 'Detected sql injection pattern'	 'critical'	 FALSE	 NULL	
178	 '2023-09-09 15:52:14'	 'threat'	 'sql_injection'	 '10.167.22.24'	 'user14'	 'Firewall'	 'Detected sql injection pattern'	 'high'	 FALSE	 NULL	
179	 '2023-01-28 21:54:14'	 'threat'	 'sql_injection'	 '10.13.225.84'	 'user31'	 'CRM'	 'Detected sql injection pattern'	 'critical'	 FALSE	 NULL	
180	 '2023-11-10 20:54:28'	 'threat'	 'sql_injection'	 '192.0.2.93'	 'user56'	 'CRM'	 'Detected sql injection pattern'	 'critical'	 FALSE	 NULL	
181	 '2023-12-08 17:25:55'	 'threat'	 'xss'	 '10.228.78.190'	 'user23'	 'Admin Panel'	 'Detected xss pattern'	 'high'	 FALSE	 NULL	
182	 '2023-07-16 07:11:39'	 'threat'	 'xss'	 '10.178.44.142'	 'user44'	 'Admin Panel'	 'Detected xss pattern'	 'high'	 FALSE	 NULL	
183	 '2023-10-14 17:17:34'	 'threat'	 'xss'	 '10.23.85.80'	 'user39'	 'Database'	 'Detected xss pattern'	 'critical'	 FALSE	 NULL	
184	 '2023-09-05 11:42:04'	 'threat'	 'xss'	 '192.0.2.84'	 NULL	 'Admin Panel'	 'Detected xss pattern'	 'high'	 FALSE	 NULL	
185	 '2023-10-03 16:15:32'	 'threat'	 'xss'	 '192.0.2.108'	 'user58'	 'Mobile App'	 'Detected xss pattern'	 'high'	 FALSE	 NULL	
186	 '2023-04-27 04:18:38'	 'threat'	 'xss'	 '192.0.2.94'	 'user136'	 'Mobile App'	 'Detected xss pattern'	 'high'	 FALSE	 NULL	
187	 '2023-07-31 05:15:44'	 'threat'	 'xss'	 '192.0.2.234'	 'user79'	 'Database'	 'Detected xss pattern'	 'critical'	 FALSE	 NULL	
188	 '2023-07-04 01:11:47'	 'threat'	 'xss'	 '10.166.141.11'	 'user150'	 'API Gateway'	 'Detected xss pattern'	 'high'	 FALSE	 NULL	
189	 '2023-06-28 21:53:40'	 'threat'	 'xss'	 '10.83.72.116'	 'user77'	 'Database'	 'Detected xss pattern'	 'high'	 FALSE	 NULL	
190	 '2023-06-04 10:56:55'	 'threat'	 'xss'	 '192.0.2.24'	 'user132'	 'CRM'	 'Detected xss pattern'	 'critical'	 FALSE	 NULL	
191	 '2023-04-01 04:58:17'	 'threat'	 'xss'	 '10.6.195.227'	 NULL	 'Mobile App'	 'Detected xss pattern'	 'critical'	 FALSE	 'corr-7b63d178'	
192	 '2023-05-11 21:09:24'	 'threat'	 'xss'	 '10.150.155.139'	 NULL	 'Mobile App'	 'Detected xss pattern'	 'critical'	 FALSE	 NULL	
193	 '2023-08-14 08:32:37'	 'threat'	 'xss'	 '192.0.2.123'	 'user190'	 'Database'	 'Detected xss pattern'	 'high'	 FALSE	 NULL	
194	 '2023-09-21 02:41:58'	 'threat'	 'xss'	 '10.252.105.112'	 'user26'	 'Admin Panel'	 'Detected xss pattern'	 'critical'	 TRUE	 NULL	
195	 '2023-09-22 12:57:34'	 'threat'	 'xss'	 '10.86.75.206'	 'user192'	 'Admin Panel'	 'Detected xss pattern'	 'critical'	 FALSE	 'corr-bfcc25aa'	
196	 '2023-10-07 22:13:39'	 'threat'	 'xss'	 '192.0.2.22'	 'user154'	 'CRM'	 'Detected xss pattern'	 'high'	 FALSE	 NULL	
197	 '2023-03-26 18:32:31'	 'threat'	 'xss'	 '10.39.124.210'	 NULL	 'Database'	 'Detected xss pattern'	 'critical'	 FALSE	 'corr-8ad28aec'	
198	 '2023-08-18 20:26:35'	 'threat'	 'xss'	 '10.217.27.173'	 'user167'	 'CRM'	 'Detected xss pattern'	 'high'	 FALSE	 NULL	
199	 '2023-12-09 07:37:49'	 'threat'	 'xss'	 '10.2.205.24'	 'user164'	 'Admin Panel'	 'Detected xss pattern'	 'critical'	 TRUE	 NULL	
200	 '2023-05-17 20:57:07'	 'threat'	 'xss'	 '10.121.11.203'	 'user100'	 'Admin Panel'	 'Detected xss pattern'	 'high'	 FALSE	 NULL	
201	 '2023-11-03 04:25:18'	 'threat'	 'brute_force'	 '10.246.50.104'	 'user16'	 'Firewall'	 'Detected brute force pattern'	 'critical'	 FALSE	 NULL	
202	 '2023-01-09 10:58:54'	 'threat'	 'brute_force'	 '10.197.111.17'	 'user123'	 'API Gateway'	 'Detected brute force pattern'	 'high'	 FALSE	 NULL	
203	 '2023-07-15 00:44:00'	 'threat'	 'brute_force'	 '10.146.165.57'	 'user180'	 'Firewall'	 'Detected brute force pattern'	 'critical'	 FALSE	 NULL	
204	 '2023-05-11 05:32:46'	 'threat'	 'brute_force'	 '10.164.25.51'	 'user44'	 'Mobile App'	 'Detected brute force pattern'	 'high'	 FALSE	 NULL	
205	 '2023-08-13 18:40:41'	 'threat'	 'brute_force'	 '10.170.237.108'	 'user121'	 'Mobile App'	 'Detected brute force pattern'	 'high'	 FALSE	 NULL	
206	 '2023-01-22 09:38:06'	 'threat'	 'brute_force'	 '10.155.107.30'	 NULL	 'Firewall'	 'Detected brute force pattern'	 'high'	 FALSE	 NULL	
207	 '2023-07-30 12:53:05'	 'threat'	 'brute_force'	 '10.194.230.230'	 'user100'	 'Firewall'	 'Detected brute force pattern'	 'high'	 FALSE	 NULL	
208	 '2023-06-16 00:23:45'	 'threat'	 'brute_force'	 '10.86.133.232'	 'user103'	 'CRM'	 'Detected brute force pattern'	 'high'	 FALSE	 'corr-2a4b39b9'	
209	 '2023-08-04 12:10:44'	 'threat'	 'brute_force'	 '10.164.224.9'	 'user180'	 'API Gateway'	 'Detected brute force pattern'	 'high'	 FALSE	 NULL	
210	 '2023-03-13 07:13:55'	 'threat'	 'brute_force'	 '192.0.2.180'	 NULL	 'Mobile App'	 'Detected brute force pattern'	 'critical'	 FALSE	 'corr-013aea87'	
211	 '2023-05-18 11:32:55'	 'threat'	 'brute_force'	 '192.0.2.200'	 'user76'	 'CRM'	 'Detected brute force pattern'	 'high'	 FALSE	 NULL	
212	 '2023-01-03 23:42:27'	 'threat'	 'brute_force'	 '10.210.170.129'	 NULL	 'Firewall'	 'Detected brute force pattern'	 'critical'	 TRUE	 'corr-58c61050'	
213	 '2023-05-21 07:34:48'	 'threat'	 'brute_force'	 '10.212.4.67'	 'user36'	 'Firewall'	 'Detected brute force pattern'	 'high'	 FALSE	 NULL	
214	 '2023-12-05 10:18:20'	 'threat'	 'brute_force'	 '10.62.60.89'	 'user152'	 'Admin Panel'	 'Detected brute force pattern'	 'critical'	 TRUE	 'corr-36554460'	
215	 '2023-05-19 04:21:20'	 'threat'	 'brute_force'	 '10.246.250.198'	 'user174'	 'Database'	 'Detected brute force pattern'	 'critical'	 TRUE	 'corr-1f98b4b3'	
216	 '2023-11-29 09:50:38'	 'threat'	 'brute_force'	 '192.0.2.194'	 NULL	 'Firewall'	 'Detected brute force pattern'	 'high'	 FALSE	 NULL	
217	 '2023-10-17 17:05:50'	 'threat'	 'brute_force'	 '192.0.2.167'	 'user59'	 'API Gateway'	 'Detected brute force pattern'	 'critical'	 FALSE	 NULL	
218	 '2023-10-05 02:52:56'	 'threat'	 'brute_force'	 '192.0.2.159'	 'user45'	 'Admin Panel'	 'Detected brute force pattern'	 'high'	 FALSE	 'corr-7fb08ef3'	
219	 '2023-07-23 02:05:53'	 'threat'	 'brute_force'	 '10.160.6.187'	 'user15'	 'Firewall'	 'Detected brute force pattern'	 'critical'	 FALSE	 NULL	
220	 '2023-03-17 23:48:39'	 'threat'	 'brute_force'	 '10.222.166.193'	 'user133'	 'CRM'	 'Detected brute force pattern'	 'high'	 FALSE	 'corr-f12649c2'	
221	 '2023-12-09 08:05:37'	 'configuration'	 'firewall'	 '192.0.2.200'	 'user110'	 'CRM'	 'System configuration event f26fc3'	 'high'	 TRUE	 NULL	
222	 '2023-07-05 08:44:48'	 'configuration'	 'firewall'	 '10.161.157.218'	 'user184'	 'CRM'	 'System configuration event 072fcf'	 'medium'	 FALSE	 NULL	
223	 '2023-02-03 01:05:34'	 'configuration'	 'firewall'	 '10.211.127.59'	 NULL	 'CRM'	 'System configuration event 19ac99'	 'low'	 FALSE	 NULL	
224	 '2023-11-12 17:25:41'	 'configuration'	 'firewall'	 '10.24.187.165'	 'user119'	 'Admin Panel'	 'System configuration event f585fa'	 'medium'	 FALSE	 NULL	
225	 '2023-04-10 11:19:27'	 'configuration'	 'firewall'	 '10.29.163.189'	 'user7'	 'CRM'	 'System configuration event eca984'	 'high'	 FALSE	 NULL	
226	 '2023-10-22 02:12:23'	 'configuration'	 'firewall'	 '10.74.132.215'	 'user110'	 'API Gateway'	 'System configuration event 606b0c'	 'medium'	 FALSE	 NULL	
227	 '2023-10-21 16:08:03'	 'configuration'	 'firewall'	 '10.166.83.55'	 'user182'	 'Admin Panel'	 'System configuration event d29b06'	 'high'	 FALSE	 NULL	
228	 '2023-10-02 04:44:29'	 'configuration'	 'firewall'	 '10.244.235.125'	 NULL	 'Firewall'	 'System configuration event 719dc9'	 'high'	 FALSE	 NULL	
229	 '2023-12-01 22:57:46'	 'configuration'	 'firewall'	 '10.8.138.27'	 NULL	 'Database'	 'System configuration event a00969'	 'medium'	 FALSE	 'corr-95b4e333'	
230	 '2023-01-21 10:42:53'	 'configuration'	 'firewall'	 '10.252.75.29'	 'user168'	 'CRM'	 'System configuration event 76bf0a'	 'low'	 FALSE	 NULL	
231	 '2023-03-15 09:52:32'	 'configuration'	 'firewall'	 '10.122.190.129'	 'user150'	 'Firewall'	 'System configuration event 4afd88'	 'medium'	 TRUE	 'corr-e7e7966f'	
232	 '2023-04-29 15:50:24'	 'configuration'	 'firewall'	 '10.32.115.28'	 'user125'	 'Database'	 'System configuration event 78e12e'	 'low'	 FALSE	 NULL	
233	 '2023-10-08 12:42:59'	 'configuration'	 'firewall'	 '10.113.63.16'	 NULL	 'Admin Panel'	 'System configuration event e1250f'	 'medium'	 FALSE	 NULL	
234	 '2023-07-21 06:25:11'	 'configuration'	 'firewall'	 '192.0.2.198'	 'user97'	 'Mobile App'	 'System configuration event 5ec9bd'	 'high'	 FALSE	 NULL	
235	 '2023-06-03 15:41:31'	 'configuration'	 'firewall'	 '192.0.2.211'	 'user87'	 'API Gateway'	 'System configuration event 226e67'	 'medium'	 FALSE	 NULL	
236	 '2023-09-13 11:07:44'	 'configuration'	 'firewall'	 '10.17.6.209'	 NULL	 'Firewall'	 'System configuration event 0684c4'	 'high'	 FALSE	 NULL	
237	 '2023-10-25 18:37:36'	 'configuration'	 'firewall'	 '192.0.2.232'	 'user68'	 'API Gateway'	 'System configuration event fd5578'	 'medium'	 FALSE	 'corr-52a69c5c'	
238	 '2023-11-11 02:16:25'	 'configuration'	 'firewall'	 '10.148.29.103'	 'user100'	 'CRM'	 'System configuration event e7d4ce'	 'low'	 FALSE	 NULL	
239	 '2023-02-12 04:40:16'	 'configuration'	 'firewall'	 '192.0.2.234'	 NULL	 'API Gateway'	 'System configuration event e62290'	 'low'	 FALSE	 'corr-34d71ef8'	
240	 '2023-10-14 15:34:08'	 'configuration'	 'firewall'	 '192.0.2.148'	 'user119'	 'Database'	 'System configuration event 72d893'	 'low'	 FALSE	 'corr-7bfbacbd'	
241	 '2023-05-23 22:25:29'	 'configuration'	 'permission'	 '10.88.52.197'	 'user142'	 'Admin Panel'	 'System configuration event e254d8'	 'medium'	 FALSE	 NULL	
242	 '2023-08-04 01:23:45'	 'configuration'	 'permission'	 '10.228.173.82'	 'user17'	 'Firewall'	 'System configuration event 60510e'	 'low'	 FALSE	 NULL	
243	 '2023-11-17 02:54:14'	 'configuration'	 'permission'	 '10.80.66.254'	 'user196'	 'Database'	 'System configuration event 662528'	 'low'	 FALSE	 'corr-abba97a4'	
244	 '2023-10-01 21:35:58'	 'configuration'	 'permission'	 '192.0.2.119'	 'user182'	 'API Gateway'	 'System configuration event c8132d'	 'high'	 FALSE	 NULL	
245	 '2023-03-26 20:57:15'	 'configuration'	 'permission'	 '192.0.2.162'	 'user159'	 'Firewall'	 'System configuration event 7a1006'	 'high'	 FALSE	 NULL	
246	 '2023-03-30 23:07:32'	 'configuration'	 'permission'	 '10.253.236.130'	 'user103'	 'CRM'	 'System configuration event 0dead5'	 'medium'	 FALSE	 NULL	
247	 '2023-07-25 14:59:12'	 'configuration'	 'permission'	 '10.167.105.244'	 'user179'	 'Database'	 'System configuration event 4b73e8'	 'low'	 FALSE	 'corr-fe44ea49'	
248	 '2023-03-19 20:34:17'	 'configuration'	 'permission'	 '10.64.203.95'	 NULL	 'API Gateway'	 'System configuration event 3ed6aa'	 'medium'	 FALSE	 'corr-79c1313c'	
249	 '2023-03-17 08:59:58'	 'configuration'	 'permission'	 '10.255.184.241'	 'user136'	 'API Gateway'	 'System configuration event 458e8c'	 'medium'	 FALSE	 NULL	
250	 '2023-04-19 05:36:13'	 'configuration'	 'permission'	 '192.0.2.22'	 'user160'	 'Mobile App'	 'System configuration event 535513'	 'high'	 FALSE	 NULL	
251	 '2023-10-08 23:32:08'	 'configuration'	 'permission'	 '10.155.56.179'	 'user43'	 'CRM'	 'System configuration event 34de24'	 'low'	 TRUE	 NULL	
252	 '2023-05-11 02:17:28'	 'configuration'	 'permission'	 '192.0.2.8'	 'user23'	 'API Gateway'	 'System configuration event 29d2bb'	 'medium'	 FALSE	 'corr-40dac108'	
253	 '2023-09-20 09:35:07'	 'configuration'	 'permission'	 '192.0.2.73'	 'user143'	 'Admin Panel'	 'System configuration event c3d095'	 'low'	 FALSE	 'corr-cafa4e71'	
254	 '2023-01-29 06:32:56'	 'configuration'	 'permission'	 '10.182.117.27'	 NULL	 'Mobile App'	 'System configuration event c0e622'	 'high'	 FALSE	 NULL	
255	 '2023-07-29 13:17:52'	 'configuration'	 'permission'	 '10.97.15.119'	 'user112'	 'API Gateway'	 'System configuration event d40554'	 'high'	 FALSE	 NULL	
256	 '2023-10-11 20:19:50'	 'configuration'	 'permission'	 '192.0.2.166'	 NULL	 'Database'	 'System configuration event 53930d'	 'medium'	 FALSE	 NULL	
257	 '2023-12-08 15:50:18'	 'configuration'	 'permission'	 '192.0.2.7'	 'user155'	 'Mobile App'	 'System configuration event 59bcca'	 'medium'	 FALSE	 NULL	
258	 '2023-06-12 19:25:53'	 'configuration'	 'permission'	 '192.0.2.239'	 'user162'	 'Firewall'	 'System configuration event c34890'	 'low'	 FALSE	 NULL	
259	 '2023-03-25 03:27:20'	 'configuration'	 'permission'	 '10.162.234.111'	 'user180'	 'CRM'	 'System configuration event c9c58d'	 'medium'	 TRUE	 NULL	
260	 '2023-09-29 15:56:20'	 'configuration'	 'permission'	 '10.200.106.130'	 'user94'	 'API Gateway'	 'System configuration event 83f6d3'	 'low'	 TRUE	 NULL	
261	 '2023-04-27 14:18:00'	 'access'	 'export'	 '10.62.98.125'	 'user112'	 'Firewall'	 'System access event f48295'	 'medium'	 FALSE	 NULL	
262	 '2023-12-21 14:53:17'	 'access'	 'export'	 '10.23.174.47'	 'user85'	 'Mobile App'	 'System access event 50f53d'	 'low'	 FALSE	 NULL	
263	 '2023-02-17 15:43:03'	 'access'	 'export'	 '10.46.209.123'	 'user162'	 'API Gateway'	 'System access event 48f513'	 'high'	 FALSE	 NULL	
264	 '2023-01-27 03:44:18'	 'access'	 'export'	 '10.83.23.61'	 'user113'	 'Firewall'	 'System access event 97ef30'	 'low'	 FALSE	 'corr-cbed1be4'	
265	 '2023-07-03 04:57:25'	 'access'	 'export'	 '10.235.49.8'	 'user32'	 'Firewall'	 'System access event f21cf8'	 'medium'	 FALSE	 'corr-2dbb6572'	
266	 '2023-10-16 07:18:31'	 'access'	 'export'	 '10.7.248.67'	 'user2'	 'Admin Panel'	 'System access event 12099d'	 'medium'	 FALSE	 NULL	
267	 '2023-09-06 21:07:32'	 'access'	 'export'	 '10.187.193.60'	 'user57'	 'Admin Panel'	 'System access event 816ccb'	 'low'	 FALSE	 NULL	
268	 '2023-03-28 02:42:54'	 'access'	 'export'	 '10.247.77.42'	 'user21'	 'Admin Panel'	 'System access event a5c516'	 'high'	 FALSE	 NULL	
269	 '2023-09-19 19:25:41'	 'access'	 'export'	 '10.188.221.56'	 'user37'	 'Mobile App'	 'System access event 33241e'	 'medium'	 FALSE	 NULL	
270	 '2023-02-28 10:26:39'	 'access'	 'export'	 '10.32.183.105'	 NULL	 'Database'	 'System access event 4ef236'	 'low'	 TRUE	 NULL	
271	 '2023-04-26 10:30:24'	 'access'	 'export'	 '10.145.13.117'	 'user26'	 'CRM'	 'System access event 4cd1d8'	 'low'	 FALSE	 NULL	
272	 '2023-12-18 14:51:43'	 'access'	 'export'	 '10.147.24.151'	 'user106'	 'API Gateway'	 'System access event 3e9cff'	 'low'	 FALSE	 'corr-361d2bb9'	
273	 '2023-01-27 10:14:33'	 'access'	 'export'	 '10.88.111.22'	 NULL	 'Database'	 'System access event 480f02'	 'high'	 FALSE	 NULL	
274	 '2023-12-01 03:40:39'	 'access'	 'export'	 '10.110.7.21'	 'user59'	 'CRM'	 'System access event 5992bc'	 'low'	 FALSE	 'corr-c9fe7468'	
275	 '2023-12-28 17:34:23'	 'access'	 'export'	 '192.0.2.195'	 'user62'	 'Mobile App'	 'System access event 35bd0f'	 'medium'	 FALSE	 'corr-693aac3c'	
276	 '2023-07-17 10:57:26'	 'access'	 'export'	 '10.165.222.237'	 NULL	 'Mobile App'	 'System access event 4bef28'	 'medium'	 FALSE	 'corr-46d3e81e'	
277	 '2023-09-16 03:20:51'	 'access'	 'export'	 '192.0.2.69'	 'user194'	 'Mobile App'	 'System access event 4dc16c'	 'low'	 FALSE	 'corr-c692b0ff'	
278	 '2023-07-09 10:56:25'	 'access'	 'export'	 '192.0.2.50'	 'user128'	 'Firewall'	 'System access event a2be3d'	 'high'	 TRUE	 NULL	
279	 '2023-01-02 16:02:14'	 'access'	 'export'	 '10.13.35.18'	 'user17'	 'Mobile App'	 'System access event 617ebc'	 'low'	 FALSE	 'corr-7930dd9a'	
280	 '2023-04-03 04:20:31'	 'access'	 'export'	 '192.0.2.76'	 'user121'	 'Database'	 'System access event ff1de6'	 'medium'	 FALSE	 'corr-7ad7f2b7'	
281	 '2023-02-16 22:24:56'	 'access'	 'privileged'	 '10.224.75.35'	 'user8'	 'Firewall'	 'System access event b128d5'	 'high'	 TRUE	 NULL	
282	 '2023-06-25 16:12:13'	 'access'	 'privileged'	 '10.31.172.195'	 'user75'	 'Firewall'	 'System access event a5791d'	 'high'	 FALSE	 NULL	
283	 '2023-09-08 21:18:30'	 'access'	 'privileged'	 '192.0.2.200'	 'user149'	 'Admin Panel'	 'System access event 5587ea'	 'high'	 FALSE	 NULL	
284	 '2023-05-05 13:33:08'	 'access'	 'privileged'	 '192.0.2.226'	 'user3'	 'Mobile App'	 'System access event 493be7'	 'high'	 FALSE	 NULL	
285	 '2023-06-12 03:51:19'	 'access'	 'privileged'	 '10.136.203.245'	 'user67'	 'Admin Panel'	 'System access event 0bcbbd'	 'high'	 FALSE	 NULL	
286	 '2023-12-27 17:03:29'	 'access'	 'privileged'	 '192.0.2.28'	 'user2'	 'CRM'	 'System access event a2c3bf'	 'high'	 FALSE	 NULL	
287	 '2023-10-20 09:49:19'	 'access'	 'privileged'	 '10.77.79.252'	 'user166'	 'Firewall'	 'System access event cf3d56'	 'high'	 FALSE	 'corr-462616fc'	
288	 '2023-09-25 19:20:02'	 'access'	 'privileged'	 '10.56.89.183'	 'user10'	 'Mobile App'	 'System access event 278ffe'	 'high'	 FALSE	 'corr-ac4fd072'	
289	 '2023-05-25 03:50:37'	 'access'	 'privileged'	 '10.215.109.124'	 'user138'	 'Mobile App'	 'System access event 889eed'	 'high'	 FALSE	 NULL	
290	 '2023-07-27 05:09:10'	 'access'	 'privileged'	 '10.232.220.63'	 'user103'	 'Mobile App'	 'System access event 0d2b7d'	 'high'	 FALSE	 NULL	
291	 '2023-10-21 23:58:38'	 'access'	 'privileged'	 '192.0.2.80'	 'user160'	 'Mobile App'	 'System access event 2690d1'	 'high'	 FALSE	 NULL	
292	 '2023-08-11 13:03:14'	 'access'	 'privileged'	 '10.177.116.146'	 'user178'	 'API Gateway'	 'System access event 292bf8'	 'high'	 FALSE	 NULL	
293	 '2023-01-21 14:51:10'	 'access'	 'privileged'	 '192.0.2.248'	 'user15'	 'Firewall'	 'System access event 482e33'	 'high'	 FALSE	 'corr-d5855a92'	
294	 '2023-06-09 17:36:16'	 'access'	 'privileged'	 '10.69.48.3'	 'user52'	 'Mobile App'	 'System access event f3ae27'	 'high'	 TRUE	 NULL	
295	 '2023-04-14 13:03:00'	 'access'	 'privileged'	 '192.0.2.17'	 'user71'	 'CRM'	 'System access event 93c591'	 'high'	 TRUE	 NULL	
296	 '2023-08-15 03:48:09'	 'system'	 'backup'	 '10.41.240.87'	 'user163'	 'Firewall'	 'System system event 230c9f'	 'medium'	 FALSE	 'corr-4e66617d'	
297	 '2023-04-18 12:37:14'	 'system'	 'backup'	 '10.192.219.210'	 'user84'	 'Firewall'	 'System system event 151b4c'	 'medium'	 FALSE	 NULL	
298	 '2023-06-26 14:48:49'	 'system'	 'backup'	 '192.0.2.149'	 'user159'	 'Firewall'	 'System system event 3bc8d0'	 'low'	 TRUE	 NULL	
299	 '2023-06-27 19:36:05'	 'system'	 'backup'	 '192.0.2.36'	 'user44'	 'Admin Panel'	 'System system event 63d007'	 'high'	 FALSE	 NULL	
300	 '2023-01-25 14:44:34'	 'system'	 'backup'	 '10.154.192.220'	 'user167'	 'Firewall'	 'System system event 0c440e'	 'low'	 FALSE	 NULL;	
											
											
											
											
											
											
											
											
											
											
											
